crediting_cap_rate,crediting_cap_rate_percent,method,risk_metric,source_field,unit,adverse_direction,value,baseline_rate,baseline_value,delta_vs_baseline,finite_difference_scheme,finite_difference_lower_cap_rate,finite_difference_upper_cap_rate,finite_difference_span_bp,finite_difference_change_per_100bp,finite_difference_change_per_100bp_percentage_points,finite_difference_change_per_100bp_as_percent_of_premium,adverse_finite_difference_change_per_100bp,finite_difference_change_as_fraction_of_current_value
0.12,12.0,lsmc,money_market_income_to_premium,lsmc_money_market_income_to_premium,ratio,lower_is_adverse,0.5142878315322356,0.06,0.3708034069099966,0.14348442462223898,backward_secant,0.08,0.12,399.99999999999994,0.009431718728234522,0.9431718728234522,,-0.009431718728234522,0.018339377581877207
0.0025,0.25,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,0.0,,-0.0,
0.005,0.5,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,-0.0,
0.01,1.0,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,-0.0,
0.02,2.0,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.01,0.04,300.0,0.0,0.0,,-0.0,
0.04,4.0,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,0.0,,-0.0,
0.06,6.0,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.04,0.08,400.0,0.0,0.0,,-0.0,
0.08,8.0,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.06,0.12,600.0,0.0,0.0,,-0.0,
0.12,12.0,lsmc,hedge_gain_to_premium,lsmc_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,backward_secant,0.08,0.12,399.99999999999994,0.0,0.0,,-0.0,
0.0025,0.25,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,3.6161873606557684,0.06,1.691648986619392,1.9245383740363764,forward_secant,0.0025,0.005,25.0,-0.4084392318975709,-40.84392318975709,,-0.4084392318975709,-0.11294747510635166
0.005,0.5,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,3.5140775526813757,0.06,1.691648986619392,1.8224285660619837,bracketing_secant,0.0025,0.01,75.0,-0.404458962006529,-40.445896200652896,,-0.404458962006529,-0.11509676606252224
0.01,1.0,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,3.3128431391508717,0.06,1.691648986619392,1.6211941525314797,bracketing_secant,0.005,0.02,150.0,-0.39416594424178114,-39.416594424178115,,-0.39416594424178114,-0.11898116744000485
0.02,2.0,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,2.922828636318704,0.06,1.691648986619392,1.231179649699312,bracketing_secant,0.01,0.04,300.0,-0.41537315306667943,-41.53731530666794,,-0.41537315306667943,-0.14211341298128274
0.04,4.0,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,2.0667236799508335,0.06,1.691648986619392,0.3750746933314415,bracketing_secant,0.02,0.06,399.99999999999994,-0.30779491242482804,-30.779491242482806,,-0.30779491242482804,-0.14892891362823615
0.06,6.0,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,1.691648986619392,0.06,1.691648986619392,0.0,bracketing_secant,0.04,0.08,400.0,-0.18005441276095707,-18.005441276095706,,-0.18005441276095707,-0.10643721846857816
0.08,8.0,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,1.3465060289070052,0.06,1.691648986619392,-0.3451429577123868,bracketing_secant,0.06,0.12,600.0,-0.1042114745136125,-10.42114745136125,,-0.1042114745136125,-0.07739399028031366
0.12,12.0,lsmc,claims_to_future_fees,lsmc_claims_to_future_fees,ratio,higher_is_adverse,1.066380139537717,0.06,1.691648986619392,-0.625268847081675,backward_secant,0.08,0.12,399.99999999999994,-0.07003147234232206,-7.003147234232205,,-0.07003147234232206,-0.06567214611918895
0.0025,0.25,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.23109317191547174,0.06,0.1980292026931222,0.033063969222349526,forward_secant,0.0025,0.005,25.0,-0.009013273506996544,-0.9013273506996544,,0.009013273506996544,-0.03900276859020906
0.005,0.5,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.2288398535387226,0.06,0.1980292026931222,0.03081065084560039,bracketing_secant,0.0025,0.01,75.0,-0.00864830914722059,-0.864830914722059,,0.00864830914722059,-0.037791971168855805
0.01,1.0,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.2246069400550563,0.06,0.1980292026931222,0.026577737361934084,bracketing_secant,0.005,0.02,150.0,-0.007598427044795316,-0.7598427044795316,,0.007598427044795316,-0.033829885411967985
0.02,2.0,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.21744221297152963,0.06,0.1980292026931222,0.019413010278407417,bracketing_secant,0.01,0.04,300.0,-0.003063191820660431,-0.3063191820660431,,0.003063191820660431,-0.01408738339625666
0.04,4.0,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.215417364593075,0.06,0.1980292026931222,0.017388161899952792,bracketing_secant,0.02,0.06,399.99999999999994,-0.004853252569601855,-0.4853252569601855,,0.004853252569601855,-0.02252953274574538
0.06,6.0,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.1980292026931222,0.06,0.1980292026931222,0.0,bracketing_secant,0.04,0.08,400.0,-0.005560073737161296,-0.5560073737161296,,0.005560073737161296,-0.028077039454516794
0.08,8.0,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.19317706964442982,0.06,0.1980292026931222,-0.004852133048692392,bracketing_secant,0.06,0.12,600.0,-0.0022130943535062972,-0.22130943535062972,,0.0022130943535062972,-0.011456299433363471
0.12,12.0,lsmc,fee_coverage_ratio,lsmc_fee_coverage_ratio,ratio,lower_is_adverse,0.18475063657208443,0.06,0.1980292026931222,-0.013278566121037783,backward_secant,0.08,0.12,399.99999999999994,-0.002106608268086348,-0.21066082680863482,,0.002106608268086348,-0.011402441188690625
0.0025,0.25,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,1.0,0.06,1.0171136711283157,-0.017113671128315744,forward_secant,0.0025,0.005,25.0,0.0,,,,0.0
0.005,0.5,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,1.0,0.06,1.0171136711283157,-0.017113671128315744,bracketing_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,1.0,0.06,1.0171136711283157,-0.017113671128315744,bracketing_secant,0.005,0.02,150.0,0.0,,,,0.0
0.02,2.0,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,1.0,0.06,1.0171136711283157,-0.017113671128315744,bracketing_secant,0.01,0.04,300.0,0.6606330339567374,,,,0.6606330339567374
0.04,4.0,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,2.981899101870212,0.06,1.0171136711283157,1.9647854307418964,bracketing_secant,0.02,0.06,399.99999999999994,0.004278417782078937,,,,0.0014347962945478483
0.06,6.0,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,1.0171136711283157,0.06,1.0171136711283157,0.0,bracketing_secant,0.04,0.08,400.0,0.25455005638496275,,,,0.25026706808746607
0.08,8.0,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,4.000099327410063,0.06,1.0171136711283157,2.9829856562817474,bracketing_secant,0.06,0.12,600.0,0.49958148203979974,,,,0.12489226920354071
0.12,12.0,lsmc,income_start_year_mean,lsmc_income_start_year_mean,years,diagnostic,4.014602563367114,0.06,1.0171136711283157,2.997488892238798,backward_secant,0.08,0.12,399.99999999999994,0.0036258089892626803,,,,0.0009031551522304749
0.0025,0.25,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,1.0,0.06,1.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,,,,0.0
0.005,0.5,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,,,,0.0
0.02,2.0,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.01,0.04,300.0,0.6666666666666667,,,,0.6666666666666667
0.04,4.0,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,3.0,0.06,1.0,2.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,,,,0.0
0.06,6.0,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.04,0.08,400.0,0.25,,,,0.25
0.08,8.0,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,4.0,0.06,1.0,3.0,bracketing_secant,0.06,0.12,600.0,0.5,,,,0.125
0.12,12.0,lsmc,income_start_year_median,lsmc_income_start_year_median,years,diagnostic,4.0,0.06,1.0,3.0,backward_secant,0.08,0.12,399.99999999999994,0.0,,,,0.0
0.0025,0.25,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,1.0,0.06,1.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,,,,0.0
0.005,0.5,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,,,,0.0
0.02,2.0,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.01,0.04,300.0,0.6666666666666667,,,,0.6666666666666667
0.04,4.0,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,3.0,0.06,1.0,2.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,,,,0.0
0.06,6.0,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.04,0.08,400.0,0.25,,,,0.25
0.08,8.0,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,4.0,0.06,1.0,3.0,bracketing_secant,0.06,0.12,600.0,0.5,,,,0.125
0.12,12.0,lsmc,income_start_year_p10,lsmc_income_start_year_p10,years,diagnostic,4.0,0.06,1.0,3.0,backward_secant,0.08,0.12,399.99999999999994,0.0,,,,0.0
0.0025,0.25,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,1.0,0.06,1.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,,,,0.0
0.005,0.5,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,,,,0.0
0.02,2.0,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.01,0.04,300.0,0.6666666666666667,,,,0.6666666666666667
0.04,4.0,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,3.0,0.06,1.0,2.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,,,,0.0
0.06,6.0,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,1.0,0.06,1.0,0.0,bracketing_secant,0.04,0.08,400.0,0.25,,,,0.25
0.08,8.0,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,4.0,0.06,1.0,3.0,bracketing_secant,0.06,0.12,600.0,0.5,,,,0.125
0.12,12.0,lsmc,income_start_year_p90,lsmc_income_start_year_p90,years,diagnostic,4.0,0.06,1.0,3.0,backward_secant,0.08,0.12,399.99999999999994,0.0,,,,0.0
0.0025,0.25,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.9952043165588565,0.06,0.9951107986931574,9.351786569911091e-05,forward_secant,0.0025,0.005,25.0,0.0,0.0,,,0.0
0.005,0.5,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.9952043165588565,0.06,0.9951107986931574,9.351786569911091e-05,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,,0.0
0.01,1.0,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.9952043165588565,0.06,0.9951107986931574,9.351786569911091e-05,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,,0.0
0.02,2.0,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.9952043165588565,0.06,0.9951107986931574,9.351786569911091e-05,bracketing_secant,0.01,0.04,300.0,-0.003570053185079562,-0.3570053185079562,,,-0.003587256531828385
0.04,4.0,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.9844941570036179,0.06,0.9951107986931574,-0.010616641689539574,bracketing_secant,0.02,0.06,399.99999999999994,-2.3379466424777732e-05,-0.0023379466424777733,,,-2.3747694446389504e-05
0.06,6.0,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.9951107986931574,0.06,0.9951107986931574,0.0,bracketing_secant,0.04,0.08,400.0,-0.0015459497329177452,-0.15459497329177452,,,-0.0015535453287694038
0.08,8.0,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.9783103580719469,0.06,0.9951107986931574,-0.016800440621210555,bracketing_secant,0.06,0.12,600.0,-0.002816086412914402,-0.2816086412914402,,,-0.0028785204916610945
0.12,12.0,lsmc,income_election_share,lsmc_income_election_share,ratio,diagnostic,0.978214280215671,0.06,0.9951107986931574,-0.01689651847748641,backward_secant,0.08,0.12,399.99999999999994,-2.401946406896394e-05,-0.002401946406896394,,,-2.4554399332289718e-05
0.0025,0.25,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,0.0,,,
0.005,0.5,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,,
0.01,1.0,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,,
0.02,2.0,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.01,0.04,300.0,0.0,0.0,,,
0.04,4.0,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,0.0,,,
0.06,6.0,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.04,0.08,400.0,0.0,0.0,,,
0.08,8.0,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.06,0.12,600.0,0.0,0.0,,,
0.12,12.0,lsmc,forced_income_election_share,lsmc_forced_income_election_share,ratio,diagnostic,0.0,0.06,0.0,0.0,backward_secant,0.08,0.12,399.99999999999994,0.0,0.0,,,
0.0025,0.25,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,0.9978000706063692,0.06,1.0149292930331824,-0.01712922242681314,forward_secant,0.0025,0.005,25.0,0.0,,,,0.0
0.005,0.5,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,0.9978000706063692,0.06,1.0149292930331824,-0.01712922242681314,bracketing_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,0.9978000706063692,0.06,1.0149292930331824,-0.01712922242681314,bracketing_secant,0.005,0.02,150.0,0.0,,,,0.0
0.02,2.0,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,0.9978000706063692,0.06,1.0149292930331824,-0.01712922242681314,bracketing_secant,0.01,0.04,300.0,0.6541610365315939,,,,0.6556033175404129
0.04,4.0,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,2.9602831802011504,0.06,1.0149292930331824,1.945353887167968,bracketing_secant,0.02,0.06,399.99999999999994,0.004282305606703286,,,,0.0014465864736671254
0.06,6.0,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,1.0149292930331824,0.06,1.0149292930331824,0.0,bracketing_secant,0.04,0.08,400.0,0.24986841340961363,,,,0.2461929270588551
0.08,8.0,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,3.959756833839605,0.06,1.0149292930331824,2.944827540806423,bracketing_secant,0.06,0.12,600.0,0.49317779871585105,,,,0.12454749607380255
0.12,12.0,lsmc,mean_growth_duration,lsmc_mean_growth_duration,years,diagnostic,3.9739960853282885,0.06,1.0149292930331824,2.959066792295106,backward_secant,0.08,0.12,399.99999999999994,0.003559812872170887,,,,0.0008957766428893736
0.0025,0.25,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.018826416426535268,0.06,0.019149609302512874,-0.00032319287597760635,forward_secant,0.0025,0.005,25.0,0.0,0.0,,,0.0
0.005,0.5,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.018826416426535268,0.06,0.019149609302512874,-0.00032319287597760635,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,,0.0
0.01,1.0,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.018826416426535268,0.06,0.019149609302512874,-0.00032319287597760635,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,,0.0
0.02,2.0,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.018826416426535268,0.06,0.019149609302512874,-0.00032319287597760635,bracketing_secant,0.01,0.04,300.0,0.012342661066633847,1.2342661066633847,,,0.6556033175404129
0.04,4.0,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.055854399626436804,0.06,0.019149609302512874,0.03670479032392393,bracketing_secant,0.02,0.06,399.99999999999994,8.07982189944016e-05,0.00807982189944016,,,0.001446586473667125
0.06,6.0,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.019149609302512874,0.06,0.019149609302512874,0.0,bracketing_secant,0.04,0.08,400.0,0.0047144983662191255,0.47144983662191253,,,0.24619292705885512
0.08,8.0,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.0747123930913133,0.06,0.019149609302512874,0.05556278378880043,bracketing_secant,0.06,0.12,600.0,0.009305241485204738,0.9305241485204738,,,0.12454749607380257
0.12,12.0,lsmc,growth_phase_exposure,lsmc_growth_phase_exposure,ratio,diagnostic,0.07498105821374129,0.06,0.019149609302512874,0.05583144891122842,backward_secant,0.08,0.12,399.99999999999994,6.716628060699643e-05,0.006716628060699644,,,0.0008957766428893545
0.0025,0.25,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.5267426303318224,0.06,0.5264194374558449,0.00032319287597759594,forward_secant,0.0025,0.005,25.0,0.0,0.0,,,0.0
0.005,0.5,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.5267426303318224,0.06,0.5264194374558449,0.00032319287597759594,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,,0.0
0.01,1.0,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.5267426303318224,0.06,0.5264194374558449,0.00032319287597759594,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,,0.0
0.02,2.0,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.5267426303318224,0.06,0.5264194374558449,0.00032319287597759594,bracketing_secant,0.01,0.04,300.0,-0.012342661066633863,-1.2342661066633862,,,-0.023432052687397984
0.04,4.0,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.48971464713192087,0.06,0.5264194374558449,-0.036704790323923986,bracketing_secant,0.02,0.06,399.99999999999994,-8.0798218994399e-05,-0.0080798218994399,,,-0.00016499040710259442
0.06,6.0,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.5264194374558449,0.06,0.5264194374558449,0.0,bracketing_secant,0.04,0.08,400.0,-0.004714498366219108,-0.4714498366219108,,,-0.008955783222982818
0.08,8.0,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.47085665366704443,0.06,0.5264194374558449,-0.05556278378880042,bracketing_secant,0.06,0.12,600.0,-0.009305709462403491,-0.9305709462403491,,,-0.019763359803732988
0.12,12.0,lsmc,income_phase_exposure,lsmc_income_phase_exposure,ratio,diagnostic,0.4705851806814239,0.06,0.5264194374558449,-0.05583425677442094,backward_secant,0.08,0.12,399.99999999999994,-6.786824640513113e-05,-0.006786824640513113,,,-0.0001442209597566492
0.0025,0.25,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,0.0,,,
0.005,0.5,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,,
0.01,1.0,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,,
0.02,2.0,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.01,0.04,300.0,0.0,0.0,,,
0.04,4.0,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,0.0,,,
0.06,6.0,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.04,0.08,400.0,0.0,0.0,,,
0.08,8.0,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.06,0.12,600.0,1.2526961770575863e-08,1.2526961770575863e-06,,,
0.12,12.0,lsmc,ordinary_income_lapse_rate,lsmc_ordinary_income_lapse_rate,ratio,diagnostic,7.516177062345517e-08,0.06,0.0,7.516177062345517e-08,backward_secant,0.08,0.12,399.99999999999994,1.8790442655863795e-08,1.8790442655863796e-06,,,0.25000000000000006
0.0025,0.25,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,0.0,,,
0.005,0.5,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,,
0.01,1.0,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,,
0.02,2.0,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.01,0.04,300.0,0.0,0.0,,,
0.04,4.0,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,0.0,,,
0.06,6.0,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.04,0.08,400.0,0.0,0.0,,,
0.08,8.0,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.06,0.12,600.0,0.0,0.0,,,
0.12,12.0,lsmc,performance_income_lapse_rate,lsmc_performance_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,backward_secant,0.08,0.12,399.99999999999994,0.0,0.0,,,
0.0025,0.25,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,forward_secant,0.0025,0.005,25.0,0.0,0.0,,,
0.005,0.5,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,,
0.01,1.0,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.005,0.02,150.0,0.0,0.0,,,
0.02,2.0,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.01,0.04,300.0,0.0,0.0,,,
0.04,4.0,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.02,0.06,399.99999999999994,0.0,0.0,,,
0.06,6.0,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.04,0.08,400.0,0.0,0.0,,,
0.08,8.0,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,0.0,0.06,0.0,0.0,bracketing_secant,0.06,0.12,600.0,1.2526961770575863e-08,1.2526961770575863e-06,,,
0.12,12.0,lsmc,total_income_lapse_rate,lsmc_total_income_lapse_rate,ratio,diagnostic,7.516177062345517e-08,0.06,0.0,7.516177062345517e-08,backward_secant,0.08,0.12,399.99999999999994,1.8790442655863795e-08,1.8790442655863796e-06,,,0.25000000000000006
0.0025,0.25,dynamic,negative_value_contract_share,dynamic_negative_value_contract_share,ratio,higher_is_adverse,0.0,0.06,1.0,-1.0,forward_secant,0.0025,0.005,25.0,0.0,0.0,,0.0,
0.005,0.5,dynamic,negative_value_contract_share,dynamic_negative_value_contract_share,ratio,higher_is_adverse,0.0,0.06,1.0,-1.0,bracketing_secant,0.0025,0.01,75.0,0.0,0.0,,0.0,
